title,year,director,genres,country,language,rating,votes
元气少女缘结神OVA：神明，被丢弃/神明，去泡温泉 神様はじめました 神様、捨てられる/神様、温泉にいく,2013,大地丙太郎 / 古谷田顺久,剧情 / 动画,日本,日语,9.0,11271
夺命剑 上意討ち 拝領妻始末,1967,小林正树,剧情,日本,日语,9.0,12179
尤里西斯的凝视 Το βλέμμα του Οδυσσέα,1995,西奥·安哲罗普洛斯,剧情 / 历史 / 战争,希腊 / 法国 / 意大利 / 德国 / 英国 / 南斯拉夫 / 罗马尼亚 / 阿尔巴尼亚 / 波黑,英语 / 希腊语 / 保加利亚语 / 阿尔巴尼亚语 / 塞尔维亚语 / 罗马尼亚语 / 库尔德语 / 马其顿语 / 德语,9.0,12955
南特的雅克·德米 Jacquôt de Nantes,1991,阿涅斯·瓦尔达,剧情 / 传记,法国,法语,9.0,7438
红鳉鱼 赤めだか,2015,高畑秀太,剧情 / 传记,日本,日语,9.0,47267
剑风传奇 黄金时代篇3：降临 ベルセルク 黄金時代篇Ⅲ 降臨,2013,洼冈俊之,剧情 / 动作 / 动画 / 战争,日本,日语,9.0,18974
剧场版魔法少女小圆 前篇 起始的故事 劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,2012,新房昭之,动画 / 悬疑 / 惊悚 / 奇幻,日本,日语,9.0,7872
攻壳机动队2.0 攻殻機動隊2.0,2008,押井守,动作 / 科幻 / 动画,日本,日语,9.0,19144
双人军团 Zero Day,2003,Ben Coccio,剧情,美国,英语,9.0,876
机动警察剧场版2 機動警察パトレイバー 2,1993,押井守,剧情 / 科幻 / 动画 / 悬疑 / 惊悚,日本,日语,9.0,8336
孤独的美食家除夕SP：京都・名古屋出差篇 孤独のグルメ 2018大晦日スペシャル,2018,,剧情,日本,日语,9.0,8070
孤独的美食家 2020除夕特别篇 孤独のグルメ 2020 大晦日スペシャル,2020,,剧情,日本,日语,9.0,7237
孤独的美食家 第四季 盛夏的博多・出差SP 孤独のグルメSeason4 真夏の博多・出張スペシャル,2014,溝口憲司,剧情,日本,日语,9.0,8017
孤独的美食家 2019除夕特别篇 孤独のグルメ 2019大晦日スペシャル,2019,,剧情,日本,日语,9.0,7330
少女革命：思春期默示录 少女革命ウテナ アドゥレセンス黙示録,1999,几原邦彦,剧情 / 喜剧 / 动作 / 动画 / 奇幻 / 冒险,日本,英语 / 日语,9.0,6250
古宅老友记：2022圣诞特别集 Ghosts: Christmas Special,2022,西蒙·海琳德,喜剧 / 奇幻,英国,英语,9.0,2930
帷幕：波洛的最后一案 Curtain: Poirot's Last Case,2013,希提·麦克唐纳,悬疑 / 犯罪,英国,英语,9.0,5623
续·终物语 続・終物語,2018,新房昭之 / 冈田坚二朗 / 大谷肇 / 吉泽翠 / 浅见隆司 / 川崎丰,剧情 / 动画 / 奇幻,日本,日语,9.0,4491
神秘博士：逃跑新娘 Doctor Who: The Runaway Bride,2006,尤洛斯·林,剧情 / 喜剧 / 科幻 / 奇幻 / 冒险,英国,英语,9.0,8329
黑子的篮球第75.5Q：最好的礼物 黒子のバスケ 第75.5Q 最高のプレゼントです,2015,多田俊介,动画 / 运动,日本,日语,9.0,2296
摩斯探长前传 试映集 Endeavour,2012,柯尔姆·麦卡锡,剧情 / 悬疑 / 犯罪,英国,英语,9.0,5177
孤独的美食家正月特别篇：井之头五郎漫长的一天 孤独のグルメお正月スペシャル～井之頭五郎の長い一日～,2017,,剧情,日本,日语,9.0,9859
博士之日 The Day Of The Doctor,2013,尼克·赫伦,剧情 / 科幻 / 冒险,英国,英语,9.0,9917
棋魂·通往北斗杯之路 ヒカルの碁スペシャル 北斗杯への道,2004,西澤晋,剧情 / 动画 / 运动,日本,日语,9.0,8732
神秘博士：圣诞入侵 Doctor Who Christmas Invasion,2005,詹姆斯·哈维斯,科幻 / 惊悚,英国,英语,9.0,8718
假面骑士圣刃 深罪的三重奏 仮面ライダーセイバー 深罪の三重奏,2022,上堀内佳寿也,剧情 / 科幻,日本,日语,9.0,2555
幸运星 OVA らき☆すた OVA,2008,武本康弘 / 山田尚子 / 石立太一 / 高雄统子 / 坂本一也 / 北之原孝将,动画,日本,日语,9.0,6672
杜嘉班纳2019春夏女装秀 Dolce&Gabbana: Spring/Summer 2019 Women's Fashion Show,2018,,真人秀,意大利,无对白,9.0,2713
神秘博士：诅咒之旅 Doctor Who: Voyage of the Damned,2007,James Strong,剧情 / 科幻 / 冒险,英国,英语,9.0,7250
科利奥兰纳斯 National Theatre Live: Coriolanus,2014,乔西·洛克 / 提姆·范·索默伦,剧情 / 战争 / 戏曲,英国,英语,9.0,5921
端午奇妙游,2021,,,中国大陆,汉语普通话,9.0,4138
银河英雄传说 Die Neue These 策谋 第3章 銀河英雄伝説 Die Neue These 策謀 第3章,2022,,动画,日本,日语,9.0,594
史前战纪：野蛮故事 Primal: Tales of Savagery,2020,格恩迪·塔塔科夫斯基,动作 / 动画 / 冒险,美国,英语,9.0,541
四签名 The Sign of Four,1987,彼德·哈蒙德,剧情 / 悬疑 / 惊悚,英国,英语,9.0,2231
人人都在谈论杰米 Everybody's Talking About Jamie,2018,Jonathan Butterell,剧情 / 同性 / 音乐,英国,英语,9.0,2282
女出租车司机,2009,王英权,,中国大陆,汉语普通话,9.0,1086
路易·C·K：我的天 Louis C.K.: Oh My God,2013,路易·C·K,喜剧 / 脱口秀,美国,英语,9.0,2586
谁害怕弗吉尼亚·伍尔夫？ National Theatre Live: Who's Afraid of Virginia Woolf?,2017,James Macdonald,剧情,英国,英语,9.0,2480
维尔·达斯：献给印度 Vir Das: For India,2020,阿贾伊·布扬 / 维尔·达斯,喜剧 / 脱口秀,美国 / 印度,英语 / 印地语,9.0,1357
海绵宝宝音乐剧：舞台直播 The SpongeBob Musical: Live on Stage!,2019,格伦·维斯 / Tina Landau,喜剧 / 音乐 / 歌舞,美国,英语,9.0,1254
银河英雄传说 新战争的序曲 銀河英雄伝説 新たなる戦いの序曲,1993,石黑升 / 清水惠藏,科幻 / 动画,日本,日语,9.0,1150
海蒂 Heidi,1993,迈克尔·雷·罗德斯,剧情 / 家庭,美国 / 意大利,英语,9.0,4515
反叛的鲁路修特别篇：暗黑的背叛 コードギアス 反逆のルルーシュ 特別編集版 Black Rebellion,2008,谷口悟朗,动画,日本,日语,9.0,3228
汉娜·盖茨比：道格拉斯 Hannah Gadsby: Douglas,2020,,喜剧 / 脱口秀,澳大利亚,英语,9.0,2986
赛文奥特曼 仿制的男人 ウルトラセブン 模造された男,1999,高野敏幸 / 満留浩昌,剧情 / 动作 / 科幻,日本,日语,9.0,1351
新贵2020圣诞特辑 Upstart Crow: A Lockdown Christmas 1603,2020,Richard Boden,喜剧,英国,英语,9.0,458
沉默的问题 De stilte rond Christine M.,1982,玛琳·格里斯,剧情,荷兰,荷兰语 / 英语,9.0,345
"蓝宝石案 ""The Adventures of Sherlock Holmes"" The Blue Carbuncle",1984,大卫·卡森,悬疑 / 犯罪,英国,英语,9.0,2090
戴夫·查普尔：鸟的启示 Dave Chappelle: The Bird Revelation,2017,斯坦·拉森,喜剧 / 脱口秀,美国,英语,9.0,2090
赛文奥特曼 空中飞舞的大铁块 ウルトラセブン 空飛ぶ大鉄塊,1999,神澤信一 / 満留浩昌,剧情 / 动作 / 科幻,日本,日语,9.0,1404
樱桃小丸子：我出生的那天 ちびまる子ちゃん テレビ放映1000回記念SP「わたしの生まれた日」,2010,樱桃子 / 芝山努,儿童,日本,日语,9.0,678
我的小马驹：彩虹之旅 My Little Pony: Rainbow Roadtrip,2019,Gillian Comerford,动画,美国 / 爱尔兰 / 加拿大,英语,9.0,517
唐老鸭惊魂记,1952,,动画,美国,英语,9.0,423
鬼灯的冷彻 OAD3 鬼灯の冷徹 「芸術ほ爆発か？/芸術ほ爆発でした」,2015,镝木宏,动画,日本,日语,9.0,2297
紫陀螺,2006,张忠华,剧情 / 儿童,中国大陆,普通话/国语,9.0,2222
鬼灯的冷彻 OAD4 鬼灯の冷徹 「花咲前線/三者三様の男」,2017,镝木宏 / 米田和弘,动画,日本,日语,9.0,1589
游园惊梦,1960,许珂,爱情 / 戏曲,中国大陆,汉语普通话,9.0,1584
克里斯·洛克：无所畏惧 Chris Rock: Never Scared,2004,乔尔·加兰,喜剧 / 脱口秀,美国,英语,9.0,1667
阿曼动画之超级无敌掌门狗系列2 Wallace & Gromit: The Aardman Collection 2,1996,尼克·帕克,喜剧 / 动画,英国,英语,9.0,1046
荒山泪,1956,吴祖光,剧情 / 戏曲,中国大陆,汉语普通话,9.0,759
最游记外传OVA第三卷：萌芽之章 最遊記外伝OVA 第参巻 萌芽の章,2011,葛谷直行,动画,日本,日语,9.0,577
哆啦A梦生日SP：走吧，哆啦A梦！银河赛车大奖赛 ドラえもん誕生日スペシャル 「走れドラえもん！ 銀河グランプリ」,2011,楠叶宏三 / 善聪一郎 / 高桥涉,科幻 / 动画,日本,日语,9.0,369
杰夫·敦哈姆：星星之火让人抓狂 Jeff Dunham Spark Of Insanity,2007,Michael Simon,喜剧,美国,英语,9.0,352
"波希米亚丑闻 ""The Adventures of Sherlock Holmes"" A Scandal in Bohemia",1984,Paul Annett,剧情 / 悬疑,英国,英语,9.0,3037
日本之形 日本の形,2007,NAMIKIBASHI,喜剧,日本,日语,9.0,1899
仲夏夜之梦 National Theatre Live: A Midsummer Night's Dream,2019,尼古拉斯·希特纳 / 罗斯·麦克吉本,喜剧 / 爱情,英国,英语,9.0,1714
"迪兰·莫兰：是的没错 Dylan Moran: Yeah, Yeah",2011,保罗·马奇利斯,脱口秀,英国,英语,9.0,1350
贾达·弗雷德兰德：美国是美国最棒的国家 Judah Friedlander: America is the Greatest Country in the United States,2017,贾达·弗雷德兰德,喜剧 / 脱口秀,美国,英语,9.0,1403
拂晓的尤娜 OAD3 暁のヨナ あかい星が昇る／今日はおやすみ,2016,米田和弘,动画,日本,日语,9.0,799
哆啦A梦生日SP：大雄，再见！哆啦A梦要回未来了…… ドラえもん誕生日スペシャル 「のび太くん、さようなら！ ドラえもん、未来へ帰る…」,2006,,科幻 / 动画,日本,日语,9.0,543
怒海英雄：忠诚 Hornblower: Loyalty,2003,安德鲁·格里弗,剧情 / 战争 / 冒险,英国,英语,9.0,288
舞姬 La Bayadere,1994,Alexandre Tarta,,法国,,9.0,164
美狄亚 Médée,2001,Don Kent,剧情,法国,法语,9.0,165
双斩少女 TV未放送话 キルラキル さよならをもう一度,2014,今石洋之,动画,日本,日语,9.0,3091
小不列颠：现场版 Little Britain: Live,2006,Geoff Posner,喜剧,英国,英语,9.0,2716
钢之炼金术师：那也是他的战场 鋼の錬金術師 それもまた彼の戦場,2010,入江泰浩,动画,日本,日语,9.0,2545
蜂蜜与四叶草 L特别篇 ハチミツとクローバー L話,2005,笠井贤一,动画,日本,日语,9.0,2072
鲁邦三世Episode：0 初次交锋 ルパン三世 EPISODE:0 ファーストコンタクト,2002,大原实,喜剧 / 动作 / 动画 / 悬疑 / 犯罪,日本,法语 / 日语,9.0,1644
奥普拉秀：断背山特辑 The Oprah Winfrey Show: Heath Ledger、Jake Gyllenhaal、Michelle Williams、Anne Hathaway,2006,,脱口秀,美国,英语,9.0,1431
身毒丸,1978,寺山修司,剧情,日本,日语,9.0,1011
"雷神桥之谜 ""The Casebook of Sherlock Holmes"" The Problem of Thor Bridge",1991,Michael A. Simpson,悬疑 / 犯罪,英国,英语,9.0,1018
"显贵的主顾 ""The Casebook of Sherlock Holmes"" The Illustrious Client",1991,Tim Sullivan,悬疑 / 犯罪,英国,英语,9.0,977
"博斯科姆比溪谷秘案 ""The Casebook of Sherlock Holmes"" The Boscombe Valley Mystery",1991,June Howson,悬疑 / 犯罪,英国,英语,9.0,958
博弈论 Game Theory,2007,Meredith Finkelstein / Paul Vlachos,剧情 / 喜剧 / 运动,美国,英语,9.0,708
tvN十周年颁奖典礼 tvN 10어워즈,2016,金硕贤,真人秀,韩国,韩语,9.0,849
周六夜现场 Saturday Night Live - Justin Timberlake,2006,Akiva Schaffer,喜剧 / 音乐,美国,英语,9.0,570
越剧红楼梦,0,胡雪扬,剧情 / 爱情 / 家庭 / 古装,中国大陆,越剧,9.0,549
塞维利亚的理发师 Il Barbiere di Siviglia,1973,Ernst Wild,喜剧 / 音乐,西德,意大利语,9.0,473
天空依旧 The Sky Remains The Same As Ever,2007,Teppei Kishida,音乐,美国,英语,9.0,422
布朗夫人的儿子们：2014圣诞特别 Mrs. Brown's Boys Christmas: Mammy Christmas,2014,Ben Kellett,喜剧,英国,英语,9.0,405
破铜烂铁演唱会 Stomp Live,2009,Steve McNicholas,歌舞,美国,英语,9.0,396
五右卫门摇滚2：蔷薇与武士 ゲキ×シネ「薔薇とサムライ」,2011,猪上秀德 / Kazuyuki Inoue,喜剧,日本,日语,9.0,430
北极猴阿波罗现场演唱会 Arctic Monkeys At The Apollo,2008,理查德·艾欧阿德,音乐,英国,英语,9.0,320
麦金泰尔：表演时间 Michael McIntyre: Showtime,2012,,喜剧,英国,英语,9.0,342
恩斯特·台尔曼——阶级的领袖 Ernst Thälmann - Führer seiner Klasse,1955,库尔特·梅切格,传记,东德,德语,9.0,340
周六夜现场：贾斯汀·丁伯莱克 Saturday Night Live Justin Timberlake,2003,贝丝·麦卡锡-米勒,喜剧 / 音乐,美国,英语,9.0,270
快樂天堂滾石30週年 演唱會 快樂天堂・滾石30演唱會,2010,,音乐 / 歌舞 / 真人秀,中国台湾,汉语普通话,8.9,270
一寸山河一寸血,1972,季潜侠,历史 / 战争,中国台湾,汉语普通话,9.0,274
柯南无国界：澳大利亚 Conan Without Borders: Australia,2019,,喜剧 / 脱口秀,美国,英语,9.0,213
98世界杯之旅 Les Yeux Dans Les Bleus,0,Stéphane Meunier,,France,France,9.0,198
推销员之死 Death of a Salesman,1966,阿力克斯·西格尔,剧情,美国,英语,9.0,196
奥菲欧与尤丽狄茜 Orphée et Eurydice,1994,Peter Butler,剧情 / 音乐,澳大利亚,法语,8.9,152
只有在美国 Only in America,1994,,喜剧,美国,英语,9.0,127
周六夜现场：瑞恩·高斯林/Chris Stapleton Saturday Night Live Ryan Gosling/Chris Stapleton,2024,,喜剧 / 音乐 / 脱口秀,美国,英语,9.0,130
普契尼歌剧《托斯卡》 Puccini: Tosca,1985,Kirk Browning,歌舞,美国,意大利语,9.0,130
酷玩乐队2012现场 Coldplay Live 2012,2012,Paul Dugdale,音乐,英国,英语,9.0,87
木更津猫眼 世界系列 木更津キャッツアイ ワールドシリーズ,2006,金子文纪,剧情 / 喜剧,日本,日语,9.0,3657
深夜小狗离奇事件 National Theatre Live: The Curious Incident of the Dog in the Night-Time,2012,Marianne Elliott,剧情 / 喜剧 / 冒险,英国,英语,9.0,3725
熊猫的故事 シュンマオ物語 タオタオ,1981,岛村达雄,动画,日本 / 中国大陆,日语,9.0,2854
茶花女 La Traviata,1994,Humphrey Burton,,英国,意大利语,9.0,1409
河南卫视元宵节特别节目—河南博物院元宵奇妙夜,2021,路红莉 / 卫雪怡 / 程红梅 / 李永明 / 庄园 / 钱林林 / 韩鹏 / 孟凡申 / 韩晶 / 罗晶 / 张晓璐 / 宿依楠,真人秀,中国大陆,汉语普通话,9.0,1617
路易·C·K：嘎嘣脆 Louis C.K.: Chewed Up,2008,路易·C·K / 香农·哈特曼,喜剧 / 脱口秀,美国,英语,9.0,1337
周六夜现场：贾斯汀·汀布莱克 Saturday Night Live Justin Timberlake,2013,,喜剧,美国,英语,9.0,1075
辛普森一家：家庭治疗 The Simpsons: Family Therapy,1989,马特·格罗宁,喜剧 / 动画,美国,英语,9.0,951
人鼠之间 Of Mice and Men,2015,Anna Shapiro,剧情 / 喜剧,美国,英语,9.0,899
天鹅湖 Swan Lake,2012,Ross MacGibbon / 马修·伯恩,音乐 / 歌舞,英国,无对白,9.0,778
高智能方程式赛车 TV总集篇 新世纪GPXサイバーフォーミュラ グラフィティ,1992,福田己津央,爱情 / 科幻 / 动画,日本,日语,9.0,707
迈克尔·杰克逊追思会 Michael Jackson Memorial,2009,Kenny Ortega,,美国,英语,9.0,624
街头顽童：恶灵古堡，现场活跳跳！演唱会 Gorillaz - Demon Days Live in Manchester,2006,David Barnard,音乐,英国,英语,9.0,555
五月天陪你守岁2020 五月天陪你守歲2020,2020,,脱口秀,中国台湾,汉语普通话,9.0,510
梅兰芳的舞台艺术 下集,1956,吴祖光,戏曲,中国大陆,汉语普通话,9.0,423
探险活宝之钻石与柠檬 Adventure Time: Diamonds and Lemons,2018,,喜剧 / 动画,美国,英语,9.0,436
乔丹传奇-二十年的统治 The Legend of Michael Jordan-20 Years of Dominance,0,NBAEvolution Team,,美国,英语,8.9,428
红楼梦文艺晚会,1987,王扶林,古装 / 真人秀,中国大陆,汉语普通话,9.0,428
神秘博士圣诞时刻 Top 5 Christmas Moments,2008,,剧情 / 科幻 / 冒险,英国,英语,9.0,334
比约克：羊皮卷 Björk: Volumen,2003,斯派克·琼斯 / 米歇尔·贡德里,动画 / 音乐,美国,英语,9.0,352
克里斯蒂娜·阿奎莱拉：回归本始 Christina Aguilera: Back to Basics - Live and Down Under,2008,Hamish Hamilton / Jamie King,剧情 / 惊悚 / 音乐 / 歌舞 / 奇幻,德国 / 英国,英语,9.0,353
布朗夫人的儿子们：2015圣诞特别篇 Mrs. Brown's Boys: Mammy's Christmas Punch,2015,,喜剧,英国,英语,9.0,310
堂吉诃德 Дон Кихот,2009,布莱恩·拉奇,歌舞,俄罗斯,英语,9.0,294
怒海英雄：回报 Hornblower: Retribution,2002,安德鲁·格里弗,剧情 / 战争 / 冒险,英国,英语,9.0,315
铃兰：少女萌的故事 すずらん 少女萌の物語,2000,黛林太郎,剧情,日本,日语,9.0,302
新生代The Live 特利迦篇 Stage4 我们绽放的花朵 NEW GENERATION THE LIVE ウルトラマントリガー編 STAGE4 -僕らが咲かす花-,2022,,剧情 / 动作,日本,日语,9.0,343
本尼·希尔搞笑表演集锦 The Best of Benny Hill,1974,John Robins,喜剧,英国,英语,9.0,275
加德·艾尔马莱：另一个是我 l'autre c'est moi,2005,,喜剧,法国,法语,9.0,236
24小时不准笑：热血教师24小时 絶対に笑ってはいけない熱血教師24時,2012,,真人秀,日本,日语,9.0,231
五月天陪你守岁2021 五月天陪你守歲2021,2021,,脱口秀,中国台湾,汉语普通话,9.0,231
国家地理：永恒的敌人 狮子和鬣狗 Eternal Enemies: Lions and Hyenas,1992,,,美国,英语,9.0,233
杀手乐团：皇家艾伯特音乐厅演唱会 The Killers: Live from the Royal Albert Hall,2009,Dick Carruthers,音乐,英国,英语,9.0,225
Yoshiki Symphonic Concert 2002 with Tokyo City Philharmonic Orchestra Featuring Violet UK,2005,,音乐,日本,日语,9.0,205
"金属乐队.1992年圣地亚哥演唱会 Metallica: Live Shit - Binge & Purge, San Diego",1993,韦恩·伊萨姆,音乐,美国,英语,9.0,196
"国际米兰传奇 - 2010，三冠王的故事 LEGGENDA INTER - 2010, LA STORICA TRIPLETTA",2010,,,意大利,意大利语,9.0,200
仙女 La Sylphide,2004,François Roussillon,,France,None,9.0,190
镜子的另一面：纽波特民歌艺术节1963~1965 The Other Side of the Mirror: Live at Newport Folk Festival 1963-1965,2007,Murray Lerner,,美国,英语,9.0,173
柯南无国界：柏林 Conan Without Borders: Berlin,2016,,喜剧 / 脱口秀,美国,英语,9.0,194
威尔和格蕾丝：后台通行证 Will & Grace: Backstage Pass,2005,Joseph Freed,,美国,英语,9.0,170
莎拉·布莱曼: 月光女神 - 演唱会现场 Sarah Brightman: La Luna - Live in Concert (2001) (V),2001,布鲁斯·高尔斯,音乐,英国,英语,9.0,186
D,1998,岡部暢哉,,日本,日语,9.0,227
Bon Jovi: Live from London,1995,David Mallet / Brian Lockwood,音乐,英国,英语,9.0,183
Paul McCartney: Good Evening New York City,0,,音乐,美国,英语,9.0,156
"Eric Clapton: One More Car, One More Rider - Live on Tour 2001",2002,Danny O'Bryen / Brian Lockwood,音乐,美国,英语,9.0,156
